resource_type,owner_id,source,collection,id,external_id,name,name_type,name_external_id,name[fr],name_type[fr],name_locale[fr],name_external_id[fr],concept_class,datatype,description,description_external_id,released,attr:precise,attr:units,map_external_id,map_target,map_type,map_from_concept_url,map_to_concept_url,map_from_concept_owner_id,map_from_concept_source,map_from_concept_id,map_to_concept_owner_id,map_to_concept_source,map_to_concept_id,map_to_concept_name,map_source[dsme1],map_to_concept_owner_id[dsme1],map_to_concept_source[dsme1],map_to_concept_id[dsme1],extmap_to_concept_owner_id[1],extmap_to_concept_source[1],extmap_to_concept_id[1],extmap_to_concept_name[1]
Concept,MSFOCG,DHIS2DataElements,,s84ilA2gs64,201136f7-cad6-4fb1-acbc-2c37c91d2e6e,Bacterial meningitis,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,wZHd2TNPLga,d04f1658-a112-4296-a2a0-64da62d7cea5,Birth injury,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,WCTYjU0pzn0,93c147f5-40d1-4f33-8eed-72d7f751eb0a,Bronchiolitis/obstructive bronchitis,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,ObGdga9msFo,1f79c0c5-1fd6-475d-8764-27182b938569,Bronchospasm,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,EvgyUrGUvmX,ffe7b0f1-4203-4717-b101-86ce98f0264d,Burns,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,UOjY4dLiZFM,fd48bc3e-1b37-414f-bb34-b5901a76947f,Cardiogenic shock,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,QScrSPngbvN,6ee19220-47c2-4743-b1fa-a198cb308909,Cardiovascular disease,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,d1QMTd957MD,d4e0c408-ec1d-41b3-9049-ae00a5d37026,Cerebral palsy/Neuro disability,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,W0iI7zhn1Uo,61f22281-73ce-480f-8814-39e2aebd2bb3,Chikungunya confirmed,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,c8CGbG4t8gv,2d8892e2-06ec-4f01-9cfa-aae24b215652,Chikungunya suspected,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,HSbKw7hu8LE,76457898-d273-4643-9a13-e46967112fe6,Cholera (suspected),FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,FLlwKyMiemk,b9d61bba-b9ac-42f9-828c-743928b20d47,Cholera confirmed,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,nhAcHO2wmfG,572c6cba-dfe4-48d2-8778-5b271234cb81,Complicated ear infection,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,ihToLBNevY1,7ffd0b00-c355-46a9-bc74-394ca86a5f86,Complications of SCD,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,OyDGwMZDbmQ,f309599f-781e-466a-ab97-5d29d06f1c04,Congenital  pathology,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,w7M8twtbZrJ,cf482012-6941-4728-bdc9-c37fc74b7cc8,Congenital herpes virus infection,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,XV6hW9z5jGk,ec0bd9f2-a905-4e82-94a0-43edefacbdfd,Congenital malaria,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,HzCr1TXJH6g,81fb4d54-af60-4b15-b68f-c74cb3992bdd,Congenital or acquired cardiac pathology,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,cYL2krtkPfq,2b83aed0-e5cc-4cb8-a0e1-e30be9c11898,Congenital syphilis,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,HtmWNfanb1I,1cdc5606-4ec6-4652-afe5-416b36210dbc,Congestive Heart Failure,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,EVXUD7gtnWN,062e785d-6621-4e4e-bb78-7497c443ffff,COPD,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,Fx0IXZjRqeS,1e2b7836-2190-44c2-9cc8-aea07d74afe4,Covid-19 confirmed,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,gVwgkYCavRg,1a2490cd-77d5-4783-b24f-859ed12a920b,Covid-19 probable,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,fs48BklsdgR,60bf22ea-e46e-4bcc-b33e-5cc3db7d2770,Cutaneous leishmaniasis,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,jUFmKSxcLIj,4dc452af-30f0-4aa4-8311-4105e932daf2,Dengue (suspected),FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,kU4nwLmUWI1,04b6759d-9010-4673-b05f-b249b318bbf1,Dengue confirmed,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,jNnzycF7Gpc,8cd44431-eac6-4826-9bb1-86589e3b68cb,Dental problem,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,eLBxayzQdC5,b63e72cc-fbdb-4ff6-abce-2a25a00a8236,Diabetes and complications,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,MF7Aia68CwM,9017122b-e695-4586-96ea-55384db7511d,Diabetes type 2 and complications,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,Q5aZhRBcSnQ,b915817b-d365-4c19-aa71-9a7891bf5c93,Diabetes Type I and complications,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,MBHmWceNKab,3eb397f9-efae-45c8-8d8c-85b20bb71cfe,Diarrhea (persistent),FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,r3Z6m1sCHiL,83163373-b026-4433-9be5-3cc1fdbc8bb0,Diphtheria,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,uZRCdiSPgjG,fbf59ff5-6387-413d-bdfa-db74739f1eec,Dog bite,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,guPBLcqy2OM,0a00f14b-bf49-435f-951c-a0c383038fbc,Epilepsy/Seizures,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,mUXiIoU39pF,0186f90e-5c1b-45a9-8cf1-b82c05cba47c,Extra Pulmonary Tuberculosis,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,OLMsNZXhLgc,e8c15529-a473-408d-8eb5-54b2b89bd482,Eye diseases (including trachoma),FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,HGvrWRQuis3,de752d3f-d507-4f57-83cf-1da1cdbcc4c7,Febrile convulsions,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,Dkb0fUuQSzI,c2fe57d0-54df-4541-9ec6-473072b73e7f,Gastric ulcer,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,q0esjaHPBEV,5652c63a-0aeb-43f6-bf9c-62202844c998,Gastritis,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,GoRQIISia4S,d35bffa0-709b-41b6-91a5-85c8d7538019,Gynaecological cases,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,xAhh8favK4e,30c8a763-5a0c-4275-8435-baeee06f8068,Healthy Patient for Medical certificate,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,qhHkQxgw9vl,c9fdb327-a145-4740-b2d9-6e32965161ed,Hepatitis A,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,E8PcM7kmqym,759a8108-026b-4934-b7fb-15a229ace5b7,Hepatitis B,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,OEnhlObOnOn,acd99d7e-5457-4953-8ccc-222670d9e392,Hepatitis Delta,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,taw9ODstoeI,98040c12-f5f9-4ab8-a34d-15a20d90fb50,Hepatitis E,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,WrVSZHiK0dS,21328dc4-1626-4a85-9d59-0f3f7d18c6d3,HIV infection (confirmed),FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,wY5LyAZwfXE,f4e8bf80-971a-4113-8e39-06b3db72e5fa,HIV infection (suspected),FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,p4pmZ7afPeW,98a9e620-f256-4472-98fd-4904fc80db42,Human African Trypanosomiasis,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,oKPY5saMOv9,5fd48cfe-6aaf-46c2-8783-1f32466a9835,Hyperglycemia,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,vY1PYIMeFtf,ab1edccd-2d50-4dee-8d27-9e309edf13c6,Hyperreactive splenomegaly due to malaria,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,xdAImFm1mtV,dde630f7-f740-47fa-8d6c-7ce1e3a2dabf,Hypertension,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,SJyNGGseiX4,61dc231b-3cbb-4dba-8e80-06eabf099381,Hypertensive crisis,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,D54uxyEM4HC,abe97cbf-5741-4653-b2ea-a04b35aeac46,Hypoglycemia,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,HNFkafeqq0o,834eb90e-471a-4b1e-b259-078d87ea0f16,Hypovolemic shock,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,QwN8n9BBNHC,d50a7123-a075-4c0f-9210-fede95569339,Infectious diseases not otherwise classified,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,c9hin85tKuR,5ce597a6-3f83-44bd-993d-6602bc790429,Intestinal parasitic infections,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,P6c2hq6Exoz,05ae5662-830a-4156-bfb7-4e22af704910,Lower respiratory tract infection,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,pSIZX2hp1Fc,ec6eecf2-38cf-4302-9620-eafef0505c86,Measles (complicated),FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,SSbM4Z46MdW,6a80aac1-16db-48f5-af8d-04ccc26068e1,Measles (suspected),FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,lNIgE6gOIms,52c54179-5466-42ac-9a3a-9a9d553e99d6,Measles (uncomplicated),FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,gld3vRJ70NY,7f57f405-b212-4648-a76b-4629dd77e26b,Meningeal TB,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,lWP5ZByd1zK,1e6643ee-eda4-466a-a69a-09e09f662fb0,Meningitis (suspected),FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,OqYmlvsR2l1,5b3871d4-2a85-4228-b60a-293a973dae33,Meningitis unspecified,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,C36Y1mjE3I7,a275e640-c455-438e-abfe-be0a40af7940,Mental and psychiatric conditions,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,bqLAGVTOWjy,12db9d40-d023-4a4c-b552-a99e482dc811,Moderate acute malnutrition,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,SSXreuhLu4v,f276f696-bc59-4daf-a303-91ae1f30131a,Musculoskeletal conditions (infectious origin),FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,pMZwuGFbF2q,86f49f8c-141a-451c-aa42-1730b6e2e558,Musculoskeletal conditions (non-infectious),FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,Nh5FyQCBZUv,19259938-78c9-4725-bbf4-e926c70010b7,Necrotizing & bullous skin infections,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,pzJQ9IzMiWt,5e2dc656-c15a-4c9c-b634-d7ebec146877,Neglected tropical diseases,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,viLcQdJoLaw,9cfc87fc-d653-439e-ad83-c002ed296d11,Neonatal conjunctivitis,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,UYHjsnChjKU,21ecf1a6-684d-4e44-b559-e7acba40beba,Neonatal convulsions,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,mMwXhIo5XVG,7d760e9f-ef23-4c7d-aafb-089cc1cbfaff,Neonatal infectious diseases,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,zec7R7wZQN1,92022ad0-44df-4533-95cf-a6edf87bd8ba,Neonatal jaundice,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,aEtZ9EnYNdW,4fc48580-4a91-4f4c-af53-bfcf23a87ab1,Neonatal meconial aspiration,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,Y829anLUP4k,dfcfbfd0-d8d0-49a7-b783-a2b2c2186c88,Neonatal Necrotizing Enterocolitis,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,c8ral3K2Q6f,790e3ad9-b3eb-4f05-951a-c16d5b874076,Neonatal non infectious conditions,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,xSY3FToFqJ2,bdcec597-a365-4e2d-92b5-83d06d26c78c,Neonatal pneumonia,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,nDyaGi9Y9nX,98c1ce84-72c1-49c5-b721-05bfe5a574cd,Neonatal pneumothorax,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,NAnQpxK1rhi,cf9e1017-320a-400c-93d1-75a30ebec02e,Neonatal tuberculosis,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,KIp7uHfcOIw,b41584c6-2b9a-4eaa-8832-7f2d8a623896,Nephrotic Syndrome & Acute Glomerulonephritis,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,hOyrqP1vab1,fe76559f-680a-47a1-ae18-d27c81e08622,Newborn to an HIV+ mother,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,fdeR5QPDFdK,e4dd17e7-e141-49b4-b93e-2056a9073e6a,Non cardiac congenital  pathology,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,EKaLqpGiQQN,e73112f6-f581-4e56-bde6-75ae165d6984,Non urgent surgical conditions,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,iQoekW923DY,7a472b04-8e64-486f-9e0c-fe9e44dd2d0d,Non violence-related injuries,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,jXYzTyba41b,30c2962b-99a2-40d9-8a46-d1a805ead35f,Observation,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,Vr3KrV4y3Ex,8756154b-3d9c-45f7-85c1-df7cf3d2715b,Obstetric cases,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,KFkBLYtfDPL,87b88ac5-9cdb-4b53-b034-0f2c92e656bd,Oral and digestive severe candidiasis,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,mxJaRRoFNvL,7a7cc452-6c04-4020-be33-dcd451181245,Other bites and stings,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,lsn3M9k84ah,d826e2a9-d55e-4331-b323-174a7891a541,Other gastrointestinal diseases,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,aWuOetcWl6g,0c42ad6f-9f4e-4b35-8bbb-8fd806eb8770,Other neglected tropical diseases,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,UM1RWYHhR5C,e97bc864-63cd-4dd5-bd55-b7a2e6cb869c,Other neonatal conditions,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,efIoyQ4ud7d,1301a5ef-6e8f-4429-a431-cd3221b76fd0,Other neurological conditions,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,V8HSBc5KkUE,9b8758e8-2f31-437c-a5f8-babf0d2b5920,Other non communicable diseases,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,XSEw4ejeQrv,c2a97d66-4e96-4dfc-b3d3-12b0c16fa4c9,Other skin and soft tissue conditions,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,RUnZu1Exchx,6532d852-411f-41d0-acec-add3ed53f2ff,Other symptoms and abnor. clinical / lab findings,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,BfcUVAyq3V2,65d24b13-1204-4f30-8e93-0ac5adc15c4d,Others,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,TbWKJtUY081,1efe4b4a-e5e8-4292-9227-84cea4f0271b,Perinatal asphyxia and complications,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,bRG8w30QzPl,3b23588f-d95a-4f31-a988-de8f69a1bd1d,Persistent fever ( >7 days),FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,MSFOCG,DHIS2DataElements,,GJlDAEnsaQJ,1a830e7a-f373-423e-9c5a-a1bc89b2d177,Poliomyelitis confirmed,FULLY_SPECIFIED,,,,,,Indicator,Text,,,,,,,,,,,,,,,,,,,,,,,,,
